Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,BCS,Dag,Status,Weight,Lactation,Visit,Date,FEC,TFEC,month,plant,farm,time,tx2,month2
MAZINGA,Plant,41,4.5,F,,,,,,NR,,,5,02/07/2020,,.,July,kakhobo,P9,56,,7
MAZINGA,Plant,42,4,F,,,,,,NR,,,5,02/07/2020,,,July,kakhobo,P9,56,,7
MAZINGA,Plant,43,4,F,,,,,,NR,,,5,02/07/2020,,.,July,kakhobo,P9,56,,7
MAZINGA,Plant,44,2,F,,,,,,NR,,,5,02/07/2020,,,July,kakhobo,P9,56,,7
MAZINGA,Plant,45,1,F,0,0,1,3,0,Healthy,28.6,Lactating,5,02/07/2020,0,.,July,mtawa,P8,56,nonepl,7
MAZINGA,Plant,46,4.5,F,0,0,2,3,0,Healthy,38.1,Lactating,5,02/07/2020,350,.,July,mtawa,P8,56,nonepl,7
MAZINGA,Plant,47,4.5,F,0,0,2,2.5,0,Healthy,42.2,NotLactating,5,02/07/2020,100,.,July,mtawa,P8,56,nonepl,7
MAZINGA,Plant,48,1,F,0,0,2,2,0,Healthy,21.8,Lactating,5,28/01/2021,150,,January,mtawa,P8,56,nonepl,1
CHINKHOWE,Plant,50,3,F,0,0,2,2.5,0,Healthy,32.6,NotLactating,5,01/04/2020,250,250,April,gmelina,P15,56,plantpl,4
CHINKHOWE,Plant,51,4.5,F,0,0,2,2,0,Healthy,36.7,Lactating,5,01/04/2020,4350,4400,April,gmelina,P15,56,nonepl,4
CHINKHOWE,Plant,52,3,F,0,0,2,2,0,Healthy,28.6,Lactating,5,01/04/2020,2250,2350,April,gmelina,P15,56,nonepl,4
CHINKHOWE,Plant,53,4,F,0,0,2,2.5,0,Healthy,40.8,NotLactating,5,01/04/2020,1150,1150,April,gmelina,P15,56,nonepl,4
CHINKHOWE,Plant,54,1,F,0,0,2,2.5,0,Healthy,29.9,Lactating,5,24/12/2020,300,,December,gmelina,P15,56,nonepl,12
CHINKHOWE,Plant,57,2,F,0,0,2,2.5,0,Healthy,28.6,Lactating,5,01/04/2020,,.,April,mtawa,P16,56,nonepl,4
CHINKHOWE,Plant,58,1,F,0,0,2,2,0,Healthy,21.8,NotLactating,5,01/04/2020,,.,April,mtawa,P16,56,nonepl,4
CHINKHOWE,Plant,59,3,F,0,0,2,2,0,Healthy,23.1,Lactating,5,01/04/2020,,.,April,mtawa,P16,56,nonepl,4
CHINKHOWE,Plant,60,1,F,0,0,2,2,0,Healthy,24.5,Lactating,5,15/10/2020,150,,October,mtawa,P16,56,nonepl,10
CHINKHOWE,Plant,61,1,F,0,0,2,2,0,Healthy,32.6,Lactating,5,07/01/2021,50,,January,mtawa,P16,56,nonepl,1
CHINKHOWE,Plant,63,3,F,0,0,2,2,0,Healthy,24.5,Lactating,5,01/04/2020,1300,1500,April,gmelina,P17,56,nonepl,4
CHINKHOWE,Plant,64,1,F,0,0,2,2,0,Healthy,25.9,Lactating,5,01/04/2020,1800,1850,April,gmelina,P17,56,nonepl,4
CHINKHOWE,Plant,65,1,F,0,0,2,2,0,Healthy,21.8,NotLactating,5,01/04/2020,850,850,April,gmelina,P17,56,nonepl,4
CHINKHOWE,Plant,66,3,F,0,0,2,1.5,0,Borderline,29.9,Lactating,5,01/04/2020,900,900,April,gmelina,P17,56,plantpl,4
CHINKHOWE,Plant,67,1,F,0,0,2,2.5,0,Healthy,23.1,Lactating,5,01/04/2020,1050,1100,April,gmelina,P17,56,nonepl,4
CHINKHOWE,Plant,68,3,F,0,0,2,2,0,Healthy,28.6,NotLactating,5,01/04/2020,3550,3550,April,gmelina,P17,56,nonepl,4
CHINKHOWE,Plant,72,4,F,0,0,2,2,0,Healthy,35.4,Lactating,5,01/04/2020,800,800,April,gmelina,P18,56,nonepl,4
CHINKHOWE,Plant,73,3,F,0,0,2,2.5,0,Healthy,21.8,Lactating,5,01/04/2020,600,600,April,gmelina,P18,56,nonepl,4
CHINKHOWE,Plant,74,1,F,0,0,2,2.5,0,Healthy,21.8,Lactating,5,01/04/2020,350,350,April,gmelina,P18,56,nonepl,4
CHINKHOWE,Plant,75,4,F,0,0,2,2,0,Healthy,29.9,Lactating,5,01/04/2020,1400,1400,April,gmelina,P18,56,nonepl,4
CHINKHOWE,Plant,79,3,F,0,0,2,2,0,Healthy,28.6,NotLactating,5,01/04/2020,,.,April,kakhobo,P19,56,nonepl,4
CHINKHOWE,Plant,80,4,F,0,0,2,2,0,Healthy,31.3,NotLactating,5,01/04/2020,1350,1350,April,kakhobo,P19,56,nonepl,4
CHINKHOWE,Plant,81,3,F,0,0,2,1.5,0,Borderline,28.6,NotLactating,5,01/04/2020,950,1050,April,kakhobo,P19,56,plantpl,4
CHINKHOWE,Plant,82,4,F,0,0,2,2,0,Healthy,28.6,Lactating,5,01/04/2020,350,550,April,kakhobo,P19,56,nonepl,4
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,32.6,Lactating,5,01/04/2020,100,100,April,mtawa,P20,56,nonepl,4
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,27.2,Lactating,5,01/04/2020,700,750,April,mtawa,P20,56,nonepl,4
CHINKHOWE,Plant,91,4,F,0,0,1,2.5,0,Healthy,29.9,NotLactating,5,01/04/2020,200,200,April,kakhobo,P21,56,nonepl,4
CHINKHOWE,Plant,92,4.5,F,0,0,2,1.5,0,Borderline,28.6,Lactating,5,01/04/2020,2200,2200,April,kakhobo,P21,56,plantpl,4
CHINKHOWE,Plant,93,4.5,F,0,0,2,1.5,0,Borderline,29.9,Lactating,5,01/04/2020,1950,2000,April,kakhobo,P21,56,plantpl,4
CHINKHOWE,Plant,95,1,F,,,,,,NR,,,5,12/11/2020,0,,November,mtawa,P22,55,,11
CHINKHOWE,Plant,96,2,F,,,,,,Sold,,,5,01/10/2020,,,October,mtawa,P22,56,,10
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,28.6,Lactating,5,01/04/2020,,.,April,mtawa,P22,56,nonepl,4
CHINKHOWE,Plant,98,1.5,F,0,0,2,2,0,Healthy,17.7,Lactating,5,01/04/2020,850,850,April,mtawa,P22,56,nonepl,4
CHINKHOWE,Plant,99,3,F,0,0,1,2.5,0,Healthy,27.2,NotLactating,5,01/04/2020,500,500,April,mtawa,P22,56,nonepl,4
KAMCHEZERA,Drug,101,2,F,0,0,1,2.5,0,Healthy,27.2,Pregnant,5,27/03/2020,,.,March,,D1,56,nonedr,3
KAMCHEZERA,Drug,102,4.5,F,0,0,2,2,0,Healthy,28.6,Lactating,5,23/10/2020,0,,October,,D1,56,nonedr,10
KAMCHEZERA,Drug,105,1,F,1,0,2,1.5,0,Borderline,19.1,Lactating,5,27/03/2020,2750,3300,March,,D3,56,plantdr,3
KAMCHEZERA,Drug,106,1,F,0,0,2,2,0,Healthy,23.1,Lactating,5,27/03/2020,200,200,March,,D3,56,nonedr,3
KAMCHEZERA,Drug,107,1,F,1,0,2,2.5,0,Healthy,23.1,NotLactating,5,27/03/2020,1350,1350,March,,D3,56,nonedr,3
KAMCHEZERA,Drug,108,3,F,0,0,4,1.5,0,Sick,23.1,NotLactating,5,27/03/2020,,.,March,,D3,56,drugdr,3
KAMCHEZERA,Drug,111,1,F,0,0,2,2,0,Healthy,24.5,Lactating,5,27/03/2020,950,950,March,,D6,56,nonedr,3
KAMCHEZERA,Drug,114,4,F,0,0,2,1.5,0,Borderline,28.6,Lactating,5,27/03/2020,4600,4600,March,,D7,56,plantdr,3
KAMCHEZERA,Drug,115,3,F,0,0,3,1,0,Sick,24.5,Lactating,5,27/03/2020,1200,1200,March,,D7,56,drugdr,3
KAMCHEZERA,Drug,116,3.5,F,0,0,3,1.5,0,Borderline,32.6,Lactating,5,27/03/2020,13450,13450,March,,D7,56,plantdr,3
MKWINDA,Drug,120,3,F,0,0,2,2.5,0,Healthy,28.6,Lactating,5,31/03/2020,,.,March,,D11,56,nonedr,3
MKWINDA,Drug,121,3.5,F,0,0,2,2.5,0,Healthy,25.9,Lactating,5,31/03/2020,,.,March,,D11,56,nonedr,3
MKWINDA,Drug,122,2,F,0,0,2,3,0,Healthy,20.4,NotLactating,5,31/03/2020,,.,March,,D11,56,nonedr,3
MKWINDA,Drug,123,2,F,0,0,2,2.5,0,Healthy,20.4,NotLactating,5,31/03/2020,600,600,March,,D11,56,nonedr,3
MKWINDA,Drug,128,4,F,,,,,,Died,,,5,15/04/2020,,.,April,,D12,71,,4
MKWINDA,Drug,132,1.5,F,0,0,2,2,0,Healthy,27.2,NotLactating,5,31/03/2020,200,200,March,,D14,56,nonedr,3
MKWINDA,Drug,135,4,F,0,0,2,2.5,0,Healthy,28.6,Lactating,5,31/03/2020,,.,March,,D16,56,nonedr,3
MKWINDA,Drug,136,1,F,0,0,2,2.5,0,Healthy,20.4,NotLactating,5,31/03/2020,300,300,March,,D16,56,nonedr,3
MKWINDA,Drug,137,4,F,0,0,2,2.5,0,Healthy,27.2,Lactating,5,31/03/2020,150,150,March,,D16,56,nonedr,3
KAMCHEZERA,Drug,138,1,F,0,0,2,1.5,0,Borderline,27.2,Lactating,5,10/04/2020,150,150,April,,D7,56,plantdr,4
KAMCHEZERA,Drug,139,1.5,F,,,,,,Died,,,5,10/04/2020,,.,April,,D7,56,,4
KAMCHEZERA,Drug,140,1,F,,,,,,NR,,,5,11/09/2020,,.,September,,D9,56,,9
KAMCHEZERA,Drug,141,1.5,F,,,,,,NR,,,5,11/09/2020,,.,September,,D9,56,,9
MKWINDA,Drug,142,2,F,0,0,2,2.5,0,Healthy,20.4,NotLactating,5,29/04/2020,300,300,April,,D17,57,nonedr,4
MKWINDA,Drug,143,4,F,0,0,2,2,0,Healthy,29.9,Lactating,5,29/04/2020,,.,April,,D17,57,nonedr,4
MKWINDA,Drug,152,4.5,F,0,0,2,2,0,Healthy,34.2,Lactating,5,13/05/2020,,.,May,,D18,57,nonedr,5
MKWINDA,Drug,153,4.5,F,0,0,2,2,0,Healthy,34.2,Lactating,5,10/06/2020,250,250,June,,D18,56,nonedr,6
MKWINDA,Drug,156,4,F,0,0,2,2,0,Healthy,31.3,Lactating,5,25/11/2020,,,November,,D13,56,nonedr,11
MAZINGA,Plant,200,2,F,,,,,,NR,,,5,27/08/2020,,,August,mtawa,P10,56,,8
MAZINGA,Plant,201,3,F,,,,,,NR,,,5,10/09/2020,,,September,mtawa,P10,56,,9
MAZINGA,Plant,205,1.5,F,0,0,2,2,0,Healthy,25.9,NotLactating,5,27/08/2020,350,,August,mtawa,P11,56,nonepl,8
MAZINGA,Plant,206,3,F,1,0,2,2,0,Healthy,25.9,Lactating,5,27/08/2020,0,,August,mtawa,P11,56,nonepl,8
MAZINGA,Plant,210,3,F,,,,,,NR,,,5,08/10/2020,,,October,mtawa,P12,56,,10
MAZINGA,Plant,211,4.5,F,,,,,,NR,,,5,08/10/2020,,,October,mtawa,P12,56,,10
MAZINGA,Plant,212,3,F,,,,,,NR,,,5,08/10/2020,,,October,mtawa,P12,56,,10
MAZINGA,Plant,213,4.5,F,,,,,,NR,,,5,08/10/2020,,,October,mtawa,P12,56,,10
MAZINGA,Plant,214,1,F,0,0,2,2,0,Healthy,20.4,NotLactating,5,31/12/2020,0,,December,mtawa,P12,56,nonepl,12
MAZINGA,Plant,215,4,F,0,0,2,2,0,Healthy,31.3,Pregnant,5,14/01/2021,50,,January,mtawa,P12,56,nonepl,1
MAZINGA,Plant,217,4.5,F,,,,,,NR,,,5,03/12/2020,,,December,kakhobo,P13,56,,12
MAZINGA,Plant,218,3,F,,,,,,NR,,,5,03/12/2020,,,December,kakhobo,P13,56,,12
MAZINGA,Plant,219,2,F,,,,,,NR,,,5,03/12/2020,,,December,kakhobo,P13,56,,12
CHINKHOWE,Plant,300,3,F,0,0,2,2,0,Healthy,27.2,Lactating,5,01/04/2020,700,700,April,mtawa,P23,56,nonepl,4
CHINKHOWE,Plant,301,3,M,0,0,2,2.5,0,Healthy,29.9,,5,01/04/2020,650,650,April,mtawa,P23,56,nonepl,4
CHINKHOWE,Plant,302,4,F,0,0,2,2,0,Healthy,29.9,Lactating,5,01/04/2020,250,250,April,mtawa,P23,56,nonepl,4
CHINKHOWE,Plant,303,1,F,0,0,2,2,0,Healthy,28.6,Pregnant,5,21/01/2021,150,,January,mtawa,P23,56,nonepl,1
CHINKHOWE,Plant,305,3,F,0,0,2,2,0,Healthy,34.2,Pregnant,5,12/11/2020,150,,November,mtawa,P24,55,nonepl,11
CHINKHOWE,Plant,306,3,F,0,0,2,2,0,Healthy,29.9,Lactating,5,12/11/2020,50,,November,mtawa,P24,55,nonepl,11
MKWINDA,Drug,10757,2.5,F,0,0,2,2.5,0,Healthy,23.1,NotLactating,5,29/04/2020,250,250,April,,D17,57,nonedr,4
KAMCHEZERA,Drug,26058,4.5,F,0,0,2,2.5,0,Healthy,23.1,Pregnant,5,05/06/2020,450,450,June,,D8,56,nonedr,6
KAMCHEZERA,Drug,26059,4.5,F,0,0,2,2,0,Healthy,32.6,Lactating,5,05/06/2020,,.,June,,D8,56,nonedr,6
KAMCHEZERA,Drug,26060,2,F,0,0,2,2,0,Healthy,23.1,NotLactating,5,05/06/2020,0,0,June,,D8,56,nonedr,6
KAMCHEZERA,Drug,26065,1,F,0,0,2,1.5,0,Borderline,24.5,Lactating,5,27/03/2020,650,750,March,,D1,56,plantdr,3
KAMCHEZERA,Drug,26075,3,F,0,0,2,2,0,Healthy,25.9,Lactating,5,27/03/2020,50,50,March,,D5,56,nonedr,3
KAMCHEZERA,Drug,26077,1.5,F,,,,,,NR,,,5,27/03/2020,,.,March,,D6,56,,3
KAMCHEZERA,Drug,26085,2,F,0,0,2,2,0,Healthy,21.8,Lactating,5,01/01/2021,1650,,January,,D27,56,nonedr,1
MKWINDA,Drug,26383,1,M,0,0,2,2.5,0,Healthy,24.5,,5,31/03/2020,1150,1150,March,,D15,56,nonedr,3
MKWINDA,Drug,26437,2,F,0,0,2,2,0,Healthy,24.5,Lactating,5,31/03/2020,,.,March,,D13,56,nonedr,3
KAMCHEZERA,Drug,26529,3,F,0,0,2,2.5,0,Healthy,24.5,Pregnant,5,27/03/2020,350,400,March,,D4,56,nonedr,3
KAMCHEZERA,Drug,26549,3,F,1,0,2,2,0,Healthy,31.3,Lactating,5,27/03/2020,1050,1050,March,,D3,56,nonedr,3
KAMCHEZERA,Drug,26552,1,F,0,0,2,1.5,0,Borderline,23.1,Lactating,5,27/03/2020,2900,2900,March,,D6,56,plantdr,3
KAMCHEZERA,Drug,26553,1,F,0,0,2,1.5,0,Borderline,20.4,Lactating,5,27/03/2020,750,800,March,,D6,56,plantdr,3
KAMCHEZERA,Drug,26558,2.5,F,0,0,2,2.5,0,Healthy,31.3,NotLactating,5,06/11/2020,150,,November,,D26,56,nonedr,11
KAMCHEZERA,Drug,26559,1,F,0,0,2,2,0,Healthy,27.2,NotLactating,5,06/11/2020,200,,November,,D26,56,nonedr,11
KAMCHEZERA,Drug,26560,2,F,0,0,2,2.5,0,Healthy,25.9,NotLactating,5,06/11/2020,200,,November,,D26,56,nonedr,11
KAMCHEZERA,Drug,26607,2,F,0,0,2,2.5,0,Healthy,29.9,NotLactating,5,01/01/2021,100,,January,,D1,56,nonedr,1
KAMCHEZERA,Drug,26608,1,F,0,0,2,2.5,0,Healthy,31.3,NotLactating,5,01/01/2021,50,,January,,D1,56,nonedr,1
KAMCHEZERA,Drug,26624,3,F,0,0,2,2.5,0,Healthy,36.7,NotLactating,5,01/01/2021,50,,January,,D27,56,nonedr,1
KAMCHEZERA,Drug,26625,1.5,F,0,0,2,2,0,Healthy,25.9,NotLactating,5,01/01/2021,250,,January,,D27,56,nonedr,1
KAMCHEZERA,Drug,26628,4.5,F,0,0,2,2,0,Healthy,23.1,Pregnant,5,23/10/2020,250,,October,,D25,56,nonedr,10
KAMCHEZERA,Drug,26630,4.5,F,0,0,2,1.5,0,Borderline,24.5,NotLactating,5,23/10/2020,,,October,,D25,56,plantdr,10
KAMCHEZERA,Drug,26632,3.5,F,,,,,,NR,,,5,23/10/2020,,,October,,D25,56,,10
KAMCHEZERA,Drug,26633,4.5,F,0,0,2,1.5,0,Borderline,28.6,Lactating,5,23/10/2020,550,,October,,D25,56,plantdr,10
KAMCHEZERA,Drug,26634,4.5,M,0,0,2,2,0,Healthy,39.5,,5,23/10/2020,,,October,,D25,56,nonedr,10
KAMCHEZERA,Drug,26640,2,F,,,,,,Sold,,,5,11/09/2020,,.,September,,D9,56,,9
KAMCHEZERA,Drug,26643,3,F,0,0,3,2,0,Healthy,25.9,Pregnant,5,23/10/2020,,,October,,D25,56,nonedr,10
MKWINDA,Drug,26909,1,F,0,0,2,2,0,Healthy,29.9,NotLactating,5,14/10/2020,100,,October,,D12,56,nonedr,10
MKWINDA,Drug,26910,4,F,0,0,2,2,0,Healthy,29.9,Lactating,5,31/03/2020,250,250,March,,D12,56,nonedr,3
MKWINDA,Drug,27049,2,F,,,,,,Died,,,5,05/08/2020,,,August,,D15,56,,8
MKWINDA,Drug,27097,1,F,1,0,2,2,0,Healthy,27.2,NotLactating,5,16/09/2020,,,September,,D11,42,nonedr,9
MKWINDA,Drug,27098,1,F,1,0,2,2.5,0,Healthy,31.3,NotLactating,5,16/09/2020,0,,September,,D11,42,nonedr,9
MKWINDA,Drug,27104,1,F,0,0,2,2.5,0,Healthy,31.3,Pregnant,5,28/10/2020,250,,October,,D13,56,nonedr,10
MKWINDA,Drug,27106,1,F,0,0,2,2,0,Healthy,28.6,NotLactating,5,30/09/2020,100,,September,,D13,56,nonedr,9
KAMCHEZERA,Drug,95225,3,F,0,0,2,2,0,Healthy,31.3,NotLactating,5,05/06/2020,0,0,June,,D8,56,nonedr,6
KAMCHEZERA,Drug,95341,3,F,0,0,2,2.5,0,Healthy,35.4,Lactating,5,27/03/2020,650,650,March,,D2,56,nonedr,3
KAMCHEZERA,Drug,95463,3,F,0,0,2,1.5,0,Borderline,36.7,Lactating,5,27/03/2020,,.,March,,D1,56,plantdr,3
KAMCHEZERA,Drug,95508,4,F,0,0,2,2,0,Healthy,36.7,Lactating,5,11/09/2020,,.,September,,D10,56,nonedr,9
MAZINGA,Plant,95601,4.5,F,,,,,,NR,,,5,03/12/2020,,,December,kakhobo,P13,56,,12
MAZINGA,Plant,95627,4,F,0,0,2,1,0,Sick,32.6,Lactating,5,26/03/2020,2800,2800,March,mtawa,P3,56,drugpl,3
MAZINGA,Plant,95646,4.5,F,,,,,,NR,,,5,10/09/2020,,,September,mtawa,P10,56,,9
MAZINGA,Plant,95655,4.5,F,0,0,2,1.5,0,Borderline,29.9,NotLactating,5,26/03/2020,1150,1150,March,mtawa,P4,56,plantpl,3
MKWINDA,Drug,95692,4,F,0,0,2,2,0,Healthy,34.2,Lactating,5,31/03/2020,300,300,March,,D12,56,nonedr,3
MKWINDA,Drug,97890,4.5,F,0,0,2,2,0,Healthy,40.8,Lactating,5,31/03/2020,200,200,March,,D11,56,nonedr,3
MKWINDA,Drug,97895,4,F,0,0,2,2,0,Healthy,38.1,Lactating,5,31/03/2020,750,750,March,,D11,56,nonedr,3
KAMCHEZERA,Drug,97957,4,F,0,0,2,2,0,Healthy,35.4,Lactating,5,11/09/2020,,.,September,,D10,56,nonedr,9
KAMCHEZERA,Drug,98021,4,F,0,0,2,1.5,0,Borderline,29.9,Lactating,5,01/01/2021,1050,,January,,D27,56,plantdr,1
MKWINDA,Drug,98175,4,F,,,,,,NR,,,5,13/05/2020,,.,May,,D18,57,,5
MKWINDA,Drug,98263,4,F,0,0,2,1.5,0,Borderline,29.9,Lactating,5,31/03/2020,7900,7900,March,,D15,56,plantdr,3
MKWINDA,Drug,98266,4,F,0,0,2,2.5,0,Healthy,34.2,Lactating,5,31/03/2020,,.,March,,D15,56,nonedr,3
KAMCHEZERA,Drug,98465,4,F,0,0,2,1.5,0,Borderline,28.6,Pregnant,5,06/11/2020,700,,November,,D26,56,plantdr,11
KAMCHEZERA,Drug,98481,3,F,,,,,,Died,,,5,10/04/2020,,.,April,,D7,56,,4
MKWINDA,Drug,98580,4,F,0,0,2,2,0,Healthy,29.9,Lactating,5,31/03/2020,2000,2000,March,,D13,56,nonedr,3
KAMCHEZERA,Drug,98880,4,F,0,0,2,1.5,0,Borderline,31.3,NotLactating,5,10/04/2020,,.,April,,D7,56,plantdr,4
MKWINDA,Drug,99081,3,F,0,0,2,2,0,Healthy,28.6,NotLactating,5,31/03/2020,,.,March,,D11,56,nonedr,3
MKWINDA,Drug,99083,4,F,1,0,3,1,0,Sick,36.7,Lactating,5,31/03/2020,0,0,March,,D14,56,drugdr,3
MKWINDA,Drug,99084,4.5,F,0,0,3,1.5,0,Borderline,32.6,Lactating,5,31/03/2020,50,50,March,,D14,56,plantdr,3
MKWINDA,Drug,99316,3,F,0,0,2,1.5,0,Borderline,23.1,Lactating,5,31/03/2020,2000,2000,March,,D13,56,plantdr,3
KAMCHEZERA,Drug,99340,4.5,F,0,0,2,2,0,Healthy,35.4,Lactating,5,27/03/2020,200,200,March,,D2,56,nonedr,3
KAMCHEZERA,Drug,99380,3,F,,,,,,NR,,,5,23/10/2020,,,October,,D25,56,,10
KAMCHEZERA,Drug,99455,2,F,0,0,2,2.5,0,Healthy,25.9,Pregnant,5,27/03/2020,1150,1150,March,,D2,56,nonedr,3
MKWINDA,Drug,99514,4,F,0,0,2,2,0,Healthy,25.9,Lactating,5,31/03/2020,450,450,March,,D14,56,nonedr,3
MKWINDA,Drug,99515,2.5,F,0,0,2,2,0,Healthy,25.9,Lactating,5,31/03/2020,2400,2400,March,,D14,56,nonedr,3
MKWINDA,Drug,140m,2,F,1,0,2,2,0,Healthy,25.9,Lactating,5,29/04/2020,1400,1400,April,,D17,57,nonedr,4
MKWINDA,Drug,141m,4,F,1,0,4,1,0,Sick,31.3,NotLactating,5,29/04/2020,2050,2050,April,,D17,57,drugdr,4
MAZINGA,Plant,14new,2,F,0,0,2,2,0,Healthy,29.9,Lactating,5,28/01/2021,400,,January,mtawa,P3,56,nonepl,1
MKWINDA,Drug,17TD6,4,F,0,0,2,2.5,0,Healthy,34.2,NotLactating,5,31/03/2020,,.,March,,D12,56,nonedr,3
MKWINDA,Drug,24TD1,3,F,1,0,2,2,0,Healthy,27.2,Lactating,5,31/03/2020,,.,March,,D11,56,nonedr,3
MAZINGA,Plant,6,4.5,F,0,0,2,2.5,0,Healthy,24.5,NotLactating,6,09/04/2020,950,950,April,mtawa,P2,70,nonepl,4
MAZINGA,Plant,7,4.5,F,0,0,2,2,0,Healthy,34.2,Lactating,6,09/04/2020,2150,2150,April,mtawa,P2,70,nonepl,4
MAZINGA,Plant,8,3,F,0,0,2,2.5,0,Healthy,32.6,Lactating,6,09/04/2020,1050,1050,April,mtawa,P2,70,nonepl,4
MAZINGA,Plant,9,1.5,F,0,0,2,2,0,Healthy,28.6,Lactating,6,05/11/2020,550,,November,mtawa,P2,70,nonepl,11
MAZINGA,Plant,12,3,F,0,0,2,2,0,Healthy,31.3,NotLactating,6,09/04/2020,6050,6150,April,mtawa,P3,70,nonepl,4
MAZINGA,Plant,13,3,F,0,0,3,2,0,Healthy,34.2,NotLactating,6,09/04/2020,,.,April,mtawa,P3,70,nonepl,4
MAZINGA,Plant,14,1,F,0,0,2,1.5,0,Borderline,19.1,NotLactating,6,09/04/2020,3800,3850,April,mtawa,P3,70,plantpl,4
MAZINGA,Plant,18,2,F,0,0,2,2,0,Healthy,19.1,NotLactating,6,09/04/2020,2900,2900,April,mtawa,P4,70,nonepl,4
MAZINGA,Plant,19,4,F,0,0,2,2,0,Healthy,28.6,NotLactating,6,09/04/2020,700,700,April,mtawa,P4,70,nonepl,4
MAZINGA,Plant,24,3,F,0,0,2,2.5,0,Healthy,31.3,Lactating,6,09/04/2020,,.,April,mtawa,P5,70,nonepl,4
MAZINGA,Plant,25,3.5,F,0,0,2,2,0,Healthy,16.8,Lactating,6,09/04/2020,,.,April,mtawa,P5,70,nonepl,4
MAZINGA,Plant,26,1.5,F,0,0,2,2,0,Healthy,27.2,Lactating,6,09/04/2020,,.,April,mtawa,P5,70,nonepl,4
MAZINGA,Plant,30,4,F,0,0,2,2,3,Borderline,29.9,Lactating,6,07/05/2020,,.,May,kakhobo,P6,70,plantpl,5
MAZINGA,Plant,31,4,F,0,0,2,1.5,0,Borderline,34.2,Lactating,6,07/05/2020,50,50,May,kakhobo,P6,70,plantpl,5
MAZINGA,Plant,32,1,F,0,0,2,2,1,Healthy,21.8,NotLactating,6,07/05/2020,,.,May,kakhobo,P6,70,nonepl,5
MAZINGA,Plant,35,3,F,0,0,2,2.5,0,Healthy,32.6,Lactating,6,07/05/2020,200,200,May,mtawa,P7,70,nonepl,5
MAZINGA,Plant,36,4,F,0,0,2,2,0,Healthy,32.6,Lactating,6,07/05/2020,,.,May,mtawa,P7,70,nonepl,5
MAZINGA,Plant,37,1,F,0,0,2,2.5,0,Healthy,27.2,Lactating,6,07/05/2020,100,100,May,mtawa,P7,70,nonepl,5
MAZINGA,Plant,38,1.5,F,0,0,2,2.5,0,Healthy,29.9,Lactating,6,07/05/2020,250,250,May,mtawa,P7,70,nonepl,5
MAZINGA,Plant,41,4.5,F,0,0,2,2.5,0,Healthy,42.2,Lactating,6,16/07/2020,50,,July,kakhobo,P9,70,nonepl,7
MAZINGA,Plant,42,4,F,0,0,2,2.5,0,Healthy,34.2,Lactating,6,16/07/2020,100,,July,kakhobo,P9,70,nonepl,7
MAZINGA,Plant,43,4,F,0,0,2,2.5,0,Healthy,28.6,Lactating,6,16/07/2020,150,,July,kakhobo,P9,70,nonepl,7
MAZINGA,Plant,44,2,F,0,0,2,2,0,Healthy,34.2,NotLactating,6,16/07/2020,100,,July,kakhobo,P9,70,nonepl,7
MAZINGA,Plant,45,1,F,0,0,2,2.5,0,Healthy,27.2,Lactating,6,16/07/2020,150,,July,mtawa,P8,70,nonepl,7
MAZINGA,Plant,46,4.5,F,0,0,2,3,0,Healthy,35.4,NotLactating,6,16/07/2020,650,,July,mtawa,P8,70,nonepl,7
MAZINGA,Plant,47,4.5,F,0,0,2,3,0,Healthy,47.6,NotLactating,6,16/07/2020,50,,July,mtawa,P8,70,nonepl,7
MAZINGA,Plant,48,1,F,0,0,2,2,0,Healthy,23.1,Lactating,6,11/02/2021,150,,February,mtawa,P8,70,nonepl,2
CHINKHOWE,Plant,50,3,F,0,0,2,2.5,0,Healthy,29.9,NotLactating,6,16/04/2020,,.,April,gmelina,P15,71,nonepl,4
CHINKHOWE,Plant,51,4.5,F,0,0,2,2,0,Healthy,38.1,Lactating,6,16/04/2020,250,250,April,gmelina,P15,71,nonepl,4
CHINKHOWE,Plant,52,3,F,0,0,2,2,0,Healthy,34.2,Lactating,6,16/04/2020,1300,1300,April,gmelina,P15,71,nonepl,4
CHINKHOWE,Plant,53,4,F,0,0,2,2.5,0,Healthy,39.5,NotLactating,6,16/04/2020,800,850,April,gmelina,P15,71,nonepl,4
CHINKHOWE,Plant,54,1,F,0,0,2,2.5,0,Healthy,29.9,Pregnant,6,07/01/2021,200,,January,gmelina,P15,70,nonepl,1
CHINKHOWE,Plant,57,2,F,0,0,2,2.5,0,Healthy,34.2,Lactating,6,16/04/2020,200,250,April,mtawa,P16,71,nonepl,4
CHINKHOWE,Plant,58,1,F,0,0,2,2,0,Healthy,23.1,NotLactating,6,16/04/2020,,.,April,mtawa,P16,71,nonepl,4
CHINKHOWE,Plant,59,3,F,0,0,2,2,0,Healthy,21.8,NotLactating,6,16/04/2020,100,100,April,mtawa,P16,71,nonepl,4
CHINKHOWE,Plant,60,1,F,0,0,2,2,0,Healthy,24.5,Lactating,6,29/10/2020,300,,October,mtawa,P16,70,nonepl,10
